AFIELD                   BOX-NAMe                  File: BOX              Offset:   0       Length:  16
IFIELD  HYPERMSG-OV      [I-VESSEL:12-13]          File: VESSEL           Offset:   1 ( 12) Length:   1
IFIELD  COMBAT-OV        [I-VESSEL:17-18]          File: VESSEL           Offset:   6 ( 17) Length:   1
IFIELD  COMM-OV          [I-VESSEL:18-22]          File: VESSEL           Offset:   7 ( 18) Length:   4
IFIELD  COMBAT-OV        [I-VESSEL:18-20]          File: VESSEL           Offset:   7 ( 18) Length:   2
IFIELD  CAPTAIN          [I-VESSEL:18-25]          File: VESSEL           Offset:   7 ( 18) Length:   7
IFIELD  DAMAGE-OV        [I-VESSEL:18-20]          File: VESSEL           Offset:   7 ( 18) Length:   2
IFIELD  SCIENCE          [I-VESSEL:18-20]          File: VESSEL           Offset:   7 ( 18) Length:   2
IFIELD  DAMAGE-OV        [I-VESSEL:18-25]          File: VESSEL           Offset:   7 ( 18) Length:   7
IFIELD  HYPERMSG-OV      [I-VESSEL:18-22]          File: VESSEL           Offset:   7 ( 18) Length:   4
IFIELD  ANALYZE-OV       [I-VESSEL:18-25]          File: VESSEL           Offset:   7 ( 18) Length:   7
IFIELD  COMBAT-OV        [I-VESSEL:20-22]          File: VESSEL           Offset:   9 ( 20) Length:   2
IFIELD  SCIENCE          [I-VESSEL:20-22]          File: VESSEL           Offset:   9 ( 20) Length:   2
IFIELD  DAMAGE-OV        [I-VESSEL:20-22]          File: VESSEL           Offset:   9 ( 20) Length:   2
IFIELD  HYPERMSG-OV      [I-VESSEL:21-25]          File: VESSEL           Offset:  10 ( 21) Length:   4
IFIELD  DAMAGE-OV        [I-VESSEL:23-27]          File: VESSEL           Offset:  12 ( 23) Length:   4
IFIELD  OP-OV            _notice_stardate          File: NOTICE           Offset:  10       Length:   2
IFIELD  CAPTAIN          [I-EVALUATION:10-11]      File: EVALUATION       Offset:  10       Length:   1
IFIELD  OP-OV            [I-EVALUATION:10-11]      File: EVALUATION       Offset:  10       Length:   1
IFIELD  CAPTAIN          [I-EVALUATION:11-13]      File: EVALUATION       Offset:   0 ( 11) Length:   2
IFIELD  OP-OV            [I-EVALUATION:11-13]      File: EVALUATION       Offset:   0 ( 11) Length:   2
IFIELD  OP-OV            [I-EVALUATION:17-19]      File: EVALUATION       Offset:   6 ( 17) Length:   2
IFIELD  CAPTAIN          [I-EVALUATION:17-19]      File: EVALUATION       Offset:   6 ( 17) Length:   2
IFIELD  OP-OV            [I-EVALUATION:19-20]      File: EVALUATION       Offset:   8 ( 19) Length:   1
IFIELD  CAPTAIN          [I-EVALUATION:19-20]      File: EVALUATION       Offset:   8 ( 19) Length:   1
IFIELD  OP-OV            [I-EVALUATION:20-21]      File: EVALUATION       Offset:   9 ( 20) Length:   1
IFIELD  CAPTAIN          [I-EVALUATION:20-21]      File: EVALUATION       Offset:   9 ( 20) Length:   1
IFIELD  CAPTAIN          [I-EVALUATION:21-36]      File: EVALUATION       Offset:  10 ( 21) Length:  15
IFIELD  OP-OV            [I-EVALUATION:21-36]      File: EVALUATION       Offset:  10 ( 21) Length:  15
IFIELD  TV-OV            [I-TVEHICLE:17-18]        File: TVEHICLE         Offset:   6 ( 17) Length:   1
IFIELD  BEHAV-OV         TV-WEAPON                 File: TVEHICLE         Offset:   6 ( 17) Length:   1
IFIELD  *MAP-OV          _flux_orgin_x             File: FLUX-NODE        Offset:   0 ( 11) Length:   2
IFIELD  HYPER-OV         _flux_orgin_x             File: FLUX-NODE        Offset:   0 ( 11) Length:   2
IFIELD  *MAP-OV          _flux_orgin_y             File: FLUX-NODE        Offset:   6 ( 17) Length:   2
IFIELD  HYPER-OV         _flux_orgin_y             File: FLUX-NODE        Offset:   6 ( 17) Length:   2
IFIELD  CAPTAIN          _capt_log_entry           File: CAPT-LOG         Offset:   0 ( 11) Length:  36
IFIELD  OP-OV            _string_data              File: STRING           Offset:   0 ( 11) Length: 255
IFIELD                   PHRASE$                   File: STRING           Offset:   0 ( 11) Length:   0
IFIELD  COMM-OV          _string_data              File: STRING           Offset:   0 ( 11) Length: 255
IFIELD                   PHR-CNT                   File: STRING           Offset:   0 ( 11) Length:   1
IFIELD                   PHRASE                    File: STRING           Offset:   1 ( 12) Length: 254
IFIELD  COMM-OV          _phrase_context           File: PHRASECONTRL     Offset:   0 ( 11) Length:   1
IFIELD  COMM-OV          _phrase_orig_posture_type File: PHRASECONTRL     Offset:   1 ( 12) Length:   1
IFIELD  COMM-OV          _phrase_sent_count        File: PHRASECONTRL     Offset:   2 ( 13) Length:   1
IFIELD  COMM-OV          _phrase_posture_always    File: PHRASECONTRL     Offset:   3 ( 14) Length:   1
IFIELD  COMM-OV          _phrase_posture_no        File: PHRASECONTRL     Offset:   4 ( 15) Length:   1
IFIELD  COMM-OV          _phrase_posture_yes       File: PHRASECONTRL     Offset:   5 ( 16) Length:   1
IFIELD  COMM-OV          _originator_color         File: ORIGINATOR       Offset:   0 ( 11) Length:   1
IFIELD  COMM-OV          _originator_talk_chance   File: ORIGINATOR       Offset:   1 ( 12) Length:   1
IFIELD  COMBAT-OV        _originator_talk_chance   File: ORIGINATOR       Offset:   1 ( 12) Length:   1
IFIELD  COMM-OV          _originator_flag          File: ORIGINATOR       Offset:   2 ( 13) Length:   1
IFIELD  HYPER-OV         _originator_inital_posture File: ORIGINATOR       Offset:   7 ( 18) Length:   1
IFIELD  COMMSPEC-OV      _originator_inital_posture File: ORIGINATOR       Offset:   7 ( 18) Length:   1
IFIELD  COMM-OV          _originator_inital_posture File: ORIGINATOR       Offset:   7 ( 18) Length:   1
IFIELD  COMM-OV          _originator_friendly_threshold File: ORIGINATOR       Offset:   8 ( 19) Length:   1
IFIELD  COMMSPEC-OV      _originator_friendly_threshold File: ORIGINATOR       Offset:   8 ( 19) Length:   1
IFIELD  HYPER-OV         _originator_neutral_threshold File: ORIGINATOR       Offset:   9 ( 20) Length:   1
IFIELD  COMM-OV          _originator_neutral_threshold File: ORIGINATOR       Offset:   9 ( 20) Length:   1
IFIELD  COMM-OV          _originator_hostile_threshold File: ORIGINATOR       Offset:  10 ( 21) Length:   1
IFIELD  COMM-OV          _originator_obsequious    File: ORIGINATOR       Offset:  11 ( 22) Length:   1
IFIELD  COMM-OV          _originator_friendly      File: ORIGINATOR       Offset:  12 ( 23) Length:   1
IFIELD  COMM-OV          _originator_hostile       File: ORIGINATOR       Offset:  13 ( 24) Length:   1
IFIELD  COMM-OV          _originator_max_words     File: ORIGINATOR       Offset:  14 ( 25) Length:   1
IFIELD  COMM-OV          _originator_words         File: ORIGINATOR       Offset:  15 ( 26) Length:   3
IFIELD  COMM-OV          _originator_picture       File: ORIGINATOR       Offset:  18 ( 29) Length:   1
IFIELD                   TEXT-CO__                 File: SCROLL-TEXT      Offset:   0 ( 11) Length:   3
IFIELD                   TEXT-IN__                 File: SCROLL-TEXT      Offset:   3 ( 14) Length:   3
IFIELD                   TEXT-TE__                 File: SCROLL-TEXT      Offset:   6 ( 17) Length:  38
IFIELD  HYPER-OV         _enc_homeword             File: ENCOUNTER        Offset:   0 ( 11) Length:   1
IFIELD  HYPERMSG-OV      _enc_distance-x           File: ENCOUNTER        Offset:   6 ( 17) Length:   1
IFIELD  HYPERMSG-OV      _enc_distnace-y           File: ENCOUNTER        Offset:   7 ( 18) Length:   1
IFIELD  HYPER-OV         _enc_fleet-size           File: ENCOUNTER        Offset:   8 ( 19) Length:   1
IFIELD  HYPERMSG-OV      _enc_fleet-size           File: ENCOUNTER        Offset:   8 ( 19) Length:   1
IFIELD  DAMAGE-OV        _enc_ships-destroyed      File: ENCOUNTER        Offset:   9 ( 20) Length:   1
IFIELD  HYPER-OV         _enc_ships-destroyed      File: ENCOUNTER        Offset:   9 ( 20) Length:   1
IFIELD  HYPERMSG-OV      _enc_ships-destroyed      File: ENCOUNTER        Offset:   9 ( 20) Length:   1
IFIELD  HYPERMSG-OV      _enc_max-ship-per-ecounter File: ENCOUNTER        Offset:  10 ( 21) Length:   1
IFIELD  HYPERMSG-OV      _enc_class-0-vessel       File: ENCOUNTER        Offset:  11 ( 22) Length:   1
IFIELD  HYPERMSG-OV      _enc_class-1-vessel       File: ENCOUNTER        Offset:  12 ( 23) Length:   1
IFIELD  HYPERMSG-OV      _enc_class-2-vessel       File: ENCOUNTER        Offset:  13 ( 24) Length:   1
IFIELD  HYPERMSG-OV      _enc_class-3-vessel       File: ENCOUNTER        Offset:  14 ( 25) Length:   1
IFIELD  HYPER-OV         _enc_enabled              File: ENCOUNTER        Offset:  16 ( 27) Length:   1
IFIELD  HYPERMSG-OV      _enc_enabled              File: ENCOUNTER        Offset:  16 ( 27) Length:   1
IFIELD  ICONP-OV         _enc_enabled              File: ENCOUNTER        Offset:  16 ( 27) Length:   1
IFIELD  COMM-OV          _enc_enabled              File: ENCOUNTER        Offset:  16 ( 27) Length:   1
IFIELD  DPART-OV         _enc_enabled              File: ENCOUNTER        Offset:  16 ( 27) Length:   1
IFIELD  SEED-OV          [I-REGIONS:11-13]         File: REGIONS          Offset:   0 ( 11) Length:   2
IFIELD  SENT-OV          [I-REGIONS:11-13]         File: REGIONS          Offset:   0 ( 11) Length:   2
IFIELD  VITA-OV          [I-REGIONS:11-13]         File: REGIONS          Offset:   0 ( 11) Length:   2
IFIELD  HP-OV            [I-REGIONS:11-13]         File: REGIONS          Offset:   0 ( 11) Length:   2
IFIELD  SENT-OV          HITS                      File: CREATURE         Offset:   6 ( 17) Length:   1
IFIELD  ITEMS-OV         [I-CREATURE:17-18]        File: CREATURE         Offset:   6 ( 17) Length:   1
IFIELD  SEED-OV          [I-CREATURE:17-18]        File: CREATURE         Offset:   6 ( 17) Length:   1
IFIELD  BEHAV-OV         HITS                      File: CREATURE         Offset:   6 ( 17) Length:   1
IFIELD  ICONP-OV         [I-CREATURE:17-18]        File: CREATURE         Offset:   6 ( 17) Length:   1
IFIELD  ITEMS-OV         [I-CREATURE:18-19]        File: CREATURE         Offset:   7 ( 18) Length:   1
IFIELD  SEED-OV          [I-CREATURE:18-19]        File: CREATURE         Offset:   7 ( 18) Length:   1
IFIELD  SENT-OV          [I-CREATURE:18-19]        File: CREATURE         Offset:   7 ( 18) Length:   1
IFIELD  BEHAV-OV         STUNS                     File: CREATURE         Offset:   7 ( 18) Length:   1
IFIELD  SEED-OV          [I-CREATURE:19-20]        File: CREATURE         Offset:   8 ( 19) Length:   1
IFIELD  BEHAV-OV         [I-CREATURE:19-20]        File: CREATURE         Offset:   8 ( 19) Length:   1
IFIELD  BEHAV-OV         [I-CREATURE:21-22]        File: CREATURE         Offset:  10 ( 21) Length:   1
IFIELD  ICONP-OV         [I-CREATURE:21-22]        File: CREATURE         Offset:  10 ( 21) Length:   1
IFIELD  SENT-OV          [I-CREATURE:21-22]        File: CREATURE         Offset:  10 ( 21) Length:   1
IFIELD  SEED-OV          [I-CREATURE:21-22]        File: CREATURE         Offset:  10 ( 21) Length:   1
IFIELD  BEHAV-OV         [I-CREATURE:23-24]        File: CREATURE         Offset:  12 ( 23) Length:   1
IFIELD  SEED-OV          [I-CREATURE:24-27]        File: CREATURE         Offset:  13 ( 24) Length:   3
IFIELD  BEHAV-OV         [I-CREATURE:24-27]        File: CREATURE         Offset:  13 ( 24) Length:   3
IFIELD  SEED-OV          [I-CREATURE:27-28]        File: CREATURE         Offset:  16 ( 27) Length:   1
IFIELD  ITEMS-OV         [I-CREATURE:27-28]        File: CREATURE         Offset:  16 ( 27) Length:   1
IFIELD  BEHAV-OV         BEHAVE                    File: CREATURE         Offset:  16 ( 27) Length:   1
IFIELD  SENT-OV          [I-CREATURE:27-28]        File: CREATURE         Offset:  16 ( 27) Length:   1
